mapID,chunkID,startTime,endTime,chunkDuration
59c03aa8-7c2b-436c-b66f-27053cf49ced,1b5ade23-036a-4c66-a483-019c5cdfd5a0,2025-02-19 14:14:08.821000,2025-02-19 14:14:09.197000,375
59c03aa8-7c2b-436c-b66f-27053cf49ced,2470dde2-b3ab-4f85-9610-74e917b60ec4,2025-02-19 14:14:14.523000,2025-02-19 14:14:14.892000,368
59c03aa8-7c2b-436c-b66f-27053cf49ced,34b5a98c-15c5-4112-a781-cef3df38fcbc,2025-02-19 14:14:08.782000,2025-02-19 14:14:09.044000,262
59c03aa8-7c2b-436c-b66f-27053cf49ced,3cdf731b-fb16-4ab6-b07f-499dd99d1d9d,2025-02-19 14:14:10.896000,2025-02-19 14:14:11.570000,673
59c03aa8-7c2b-436c-b66f-27053cf49ced,45f2d80a-2e5e-4f82-bee5-1986c43d310b,2025-02-19 14:14:02.188000,2025-02-19 14:14:02.648000,459
59c03aa8-7c2b-436c-b66f-27053cf49ced,4645dafb-7ac6-4daa-b326-c14044312efc,2025-02-19 14:14:16.111000,2025-02-19 14:14:16.345000,234
59c03aa8-7c2b-436c-b66f-27053cf49ced,4e299c55-8b46-4ee4-b561-dee2e91f2b31,2025-02-19 14:14:02.216000,2025-02-19 14:14:02.670000,454
59c03aa8-7c2b-436c-b66f-27053cf49ced,7973b67b-f3a8-468e-bcb5-41359b552d60,2025-02-19 14:14:04.358000,2025-02-19 14:14:04.847000,489
59c03aa8-7c2b-436c-b66f-27053cf49ced,848bccff-4dfb-4486-8a3e-77dfbfa43629,2025-02-19 14:14:06.746000,2025-02-19 14:14:07.140000,393
59c03aa8-7c2b-436c-b66f-27053cf49ced,a734e1d2-942d-4885-85a6-e9985288bcac,2025-02-19 14:14:06.772000,2025-02-19 14:14:07.162000,389
59c03aa8-7c2b-436c-b66f-27053cf49ced,ad5f18bc-71a1-47d7-9b00-756ac640a46d,2025-02-19 14:14:04.359000,2025-02-19 14:14:04.881000,521
59c03aa8-7c2b-436c-b66f-27053cf49ced,b173f4bb-3f9a-4654-829a-b027c0b56a33,2025-02-19 14:14:10.374000,2025-02-19 14:14:10.869000,494
59c03aa8-7c2b-436c-b66f-27053cf49ced,bf0c4553-2d1d-46eb-a9f7-f9da4bf57137,2025-02-19 14:14:12.595000,2025-02-19 14:14:13.100000,504
59c03aa8-7c2b-436c-b66f-27053cf49ced,cfccb18a-e328-4348-b464-433f2d95ef4a,2025-02-19 14:14:16.160000,2025-02-19 14:14:16.681000,520
59c03aa8-7c2b-436c-b66f-27053cf49ced,dfad6d30-ce9e-4816-b764-51ebf143fd63,2025-02-19 14:14:14.451000,2025-02-19 14:14:14.851000,400
